,Title,"Band Gap, HSE06","Dielectric Constant, Electronic",EBE
851,C3H8NGeI3,2.09,4.76,-1.92115608281738e+30
853,C3H8NGeI3,3.05,4.26,-2.14664388596496e+30
855,C3H8NGeI3,3.06,4.33,-2.1119406360763806e+30
857,C3H8NGeI3,2.98,4.43,-2.0642670325532122e+30
859,C3H8NGeI3,3.11,4.6,-1.9879789030892892e+30
861,C3H8NGeI3,3.35,4.16,-2.198245902454502e+30
863,C3H8NGeI3,3.21,4.3,-2.126675105630402e+30
865,C3H8NGeI3,3.31,4.09,-2.2358686929610586e+30
867,C3H8NGeI3,2.98,4.62,-1.979372933811846e+30
869,C3H8NGeI3,3.09,4.42,-2.0689373199571786e+30
871,C3H8NGeI3,3.2,4.16,-2.198245902454502e+30
873,C3H8NGeI3,3.21,4.14,-2.2088654478769877e+30
875,C3H5N2GeI3,2.33,4.43,-2.0642670325532122e+30
877,C3H5N2GeI3,2.4,4.43,-2.0642670325532122e+30
879,C3H5N2GeI3,2.47,4.43,-2.0642670325532122e+30
881,C3H5N2GeI3,3.21,4.42,-2.0689373199571786e+30
883,C3H5N2GeI3,3.1,4.42,-2.0689373199571786e+30
885,C3H5N2GeI3,3.22,4.57,-2.0010290928251048e+30
887,C3H5N2GeI3,3,4.39,-2.0830758437837652e+30
889,C3H5N2GeI3,3.18,4.53,-2.018698223887578e+30
891,C2H8NSnF3,5.01,2.96,-3.0894266737198407e+30
893,C2H8NSnF3,4.87,3.02,-3.028047335831367e+30
895,C2H8NSnF3,4.86,2.94,-3.1104431817043297e+30
897,C2H8NSnF3,5.04,2.89,-3.164257077581567e+30
899,C2H8NSnF3,5.13,2.93,-3.121059028740863e+30
901,C2H8NSnF3,5.47,2.96,-3.0894266737198407e+30
903,C2H8NSnF3,4.48,3.02,-3.028047335831367e+30
905,C2H8NSnF3,5.14,2.93,-3.121059028740863e+30
907,C2H8NSnF3,4.35,2.96,-3.0894266737198407e+30
909,C2H8NSnF3,3.98,3.0,-3.0482343180702426e+30
911,C2H8NSnF3,4.86,2.84,-3.21996582894744e+30
913,C3H10NSnF3,4.85,2.8,-3.265965340789546e+30
915,C3H10NSnF3,5.04,2.89,-3.164257077581567e+30
917,C3H10NSnF3,5.17,2.84,-3.21996582894744e+30
919,C3H10NSnF3,5.14,2.89,-3.164257077581567e+30
921,C3H10NSnF3,5.1,2.89,-3.164257077581567e+30
923,C3H10NSnF3,5.08,2.9,-3.1533458462795615e+30
925,C3H10NSnF3,5.23,2.96,-3.0894266737198407e+30
927,C3H10NSnF3,5.07,2.91,-3.1425096062579823e+30
929,C3H10NSnF3,4.8,2.94,-3.1104431817043297e+30
931,C3H10NSnF3,5.09,2.88,-3.1752440813231694e+30
933,C4H12NSnF3,5.36,2.74,-3.3374828300039156e+30
935,C4H12NSnF3,5.3,2.73,-3.349708041835432e+30
937,C4H12NSnF3,4.85,2.83,-3.2313438000744625e+30
939,C4H12NSnF3,5.53,2.81,-3.25434268833122e+30
941,C3H10NSnF3,5.54,2.85,-3.208667703231835e+30
943,C3H10NSnF3,4.96,2.92,-3.1317475870584686e+30
945,C3H10NSnF3,5.6,2.83,-3.2313438000744625e+30
947,C3H10NSnF3,5.58,2.85,-3.208667703231835e+30
949,C3H10NSnF3,5.19,2.9,-3.1533458462795615e+30
951,C3H10NSnF3,5.4,2.88,-3.1752440813231694e+30
953,C3H10NSnF3,5.16,2.83,-3.2313438000744625e+30
955,C3H10NSnF3,5.12,2.91,-3.1425096062579823e+30
957,C3H10NSnF3,5.37,2.81,-3.25434268833122e+30
959,C2H8NSnF3,4.86,3.0,-3.0482343180702426e+30
961,C2H8NSnF3,4.89,3.02,-3.028047335831367e+30
963,C2H8NSnF3,5.07,2.97,-3.0790245637073154e+30
965,C2H8NSnF3,4.76,2.96,-3.0894266737198407e+30
967,C2H8NSnF3,5.06,2.9,-3.1533458462795615e+30
969,C2H8NSnF3,5.11,2.89,-3.164257077581567e+30
971,C2H8NSnF3,5.14,2.88,-3.1752440813231694e+30
973,C2H8NSnF3,5.04,2.84,-3.21996582894744e+30
975,C2H8NSnF3,5.04,2.97,-3.0790245637073154e+30
977,C2H7N2SnF3,4.4,3.04,-3.0081259717798453e+30
979,C2H7N2SnF3,4.74,3.04,-3.0081259717798453e+30
981,C2H7N2SnF3,4.68,3.04,-3.0081259717798453e+30
983,C2H7N2SnF3,4.46,3.05,-2.998263263675649e+30
985,C2H7N2SnF3,4.32,3.07,-2.978730603977436e+30
987,C2H7N2SnF3,4.56,3.1,-2.949904178777654e+30
989,CH6NSnF3,4.32,3.18,-2.8756927528964554e+30
991,CH6NSnF3,4.99,3.05,-2.998263263675649e+30
993,CH6NSnF3,4.71,3.06,-2.9884650177159244e+30
995,CH6NSnF3,4.56,3.0,-3.0482343180702426e+30
997,CH6NSnF3,4.71,3.05,-2.998263263675649e+30
999,CH6NSnF3,4.4,2.86,-3.197448585388367e+30
1001,CH6N3SnF3,5.32,3.1,-2.949904178777654e+30
1003,CH6N3SnF3,4.19,3.23,-2.8311773852045596e+30
1005,H4NOSn3F,4.92,3.31,-2.762750137223785e+30
1007,H4NOSn3F,4.81,3.26,-2.8051236055861133e+30
1009,H4NOSn3F,4.57,3.1,-2.949904178777654e+30
1011,H4NOSn3F,5.33,3.22,-2.8399698615561266e+30
1013,H4NOSn3F,4.93,3.18,-2.8756927528964554e+30
1015,CH5N2SnF3,4.66,3.13,-2.92163033680854e+30
1017,CH5N2SnF3,3.85,3.16,-2.8938933399401036e+30
1019,C4H12NSnF3,5.68,2.71,-3.374429134395103e+30
1021,H5N2SnF3,5.08,3.19,-2.8666780420723287e+30
1023,H5N2SnF3,5.01,3.12,-2.930994536606003e+30
1025,H5N2SnF3,4.93,3.17,-2.884764338867738e+30
1027,H5N2SnF3,4.97,3.17,-2.884764338867738e+30
1029,H5N2SnF3,3.97,3.31,-2.762750137223785e+30
1031,H5N2SnF3,4.76,3.13,-2.92163033680854e+30
1033,H5N2SnF3,4.93,3.14,-2.9123257815957733e+30
1035,H5N2SnF3,4.77,3.13,-2.92163033680854e+30
1037,H4NSnF3,4.95,3.15,-2.903080302924041e+30
1039,H4NSnF3,4.91,3.05,-2.998263263675649e+30
1041,H4NSnF3,4.91,3.15,-2.903080302924041e+30
1043,C3H10NSnF3,5.65,2.8,-3.265965340789546e+30
1045,C3H10NSnF3,4.42,2.86,-3.197448585388367e+30
1047,C3H10NSnF3,5.6,2.77,-3.3013368065742704e+30
1049,C3H10NSnF3,4.68,2.86,-3.197448585388367e+30
1051,C3H10NSnF3,5.38,2.8,-3.265965340789546e+30
1053,C3H10NSnF3,5.43,2.73,-3.349708041835432e+30
1055,C3H10NSnF3,5.36,2.81,-3.25434268833122e+30
1057,C3H8NSnF3,4.71,2.92,-3.1317475870584686e+30
1059,C3H8NSnF3,4.76,2.94,-3.1104431817043297e+30
1061,C3H8NSnF3,5.21,3.01,-3.0381072937577173e+30
1063,C3H8NSnF3,4.55,3.05,-2.998263263675649e+30
1065,C3H8NSnF3,4.56,2.9,-3.1533458462795615e+30
1067,C3H8NSnF3,4.53,2.9,-3.1533458462795615e+30
1069,C3H8NSnF3,4.55,2.8,-3.265965340789546e+30
1071,C3H8NSnF3,4.62,3.0,-3.0482343180702426e+30
1073,C3H8NSnF3,4.61,2.98,-3.068692266513667e+30
1075,C3H8NSnF3,4.62,2.99,-3.058429081675829e+30
1077,C3H8NSnF3,4.61,3.0,-3.0482343180702426e+30
1079,C3H8NSnF3,4.41,3.0,-3.0482343180702426e+30
1081,C3H8NSnF3,4.93,2.86,-3.197448585388367e+30
1083,C3H8NSnF3,4.93,2.87,-3.1863076495507764e+30
1085,C3H5N2SnF3,4.7,3.22,-2.8399698615561266e+30
1087,C3H5N2SnF3,4.8,3.22,-2.8399698615561266e+30
1089,C3H5N2SnF3,4.33,3.1,-2.949904178777654e+30
1091,C3H5N2SnF3,4.35,3.09,-2.959450794242954e+30
1093,C3H5N2SnF3,4.46,3.14,-2.9123257815957733e+30
1095,C3H5N2SnF3,4.45,3.15,-2.903080302924041e+30
1097,C3H5N2SnF3,4.47,3.14,-2.9123257815957733e+30
1099,C3H5N2SnF3,4.16,3.15,-2.903080302924041e+30
1101,C3H5N2SnF3,3.99,3.17,-2.884764338867738e+30
1103,C2H8NSnCl3,3.02,3.58,-2.5543863000588626e+30
1105,C2H8NSnCl3,2.83,3.68,-2.4849736288616108e+30
1107,C2H8NSnCl3,4.25,3.25,-2.8137547551417626e+30
1109,C2H8NSnCl3,4.24,3.28,-2.7880191933569295e+30
1111,C2H8NSnCl3,3.95,3.33,-2.746157043306525e+30
1113,C2H8NSnCl3,4.27,3.28,-2.7880191933569295e+30
1115,C2H8NSnCl3,4.15,3.07,-2.978730603977436e+30
1117,C2H8NSnCl3,4.27,3.21,-2.848817119691816e+30
1119,C2H8NSnCl3,4.01,3.41,-2.681731071616049e+30
1121,C2H8NSnCl3,2.29,3.52,-2.597926975628048e+30
1123,C2H8NSnCl3,4.19,3.21,-2.848817119691816e+30
1125,C3H10NSnCl3,3.97,3.06,-2.9884650177159244e+30
1127,C3H10NSnCl3,3.76,3.09,-2.959450794242954e+30
1129,C3H10NSnCl3,3.26,3.2,-2.857719673190853e+30
1131,C3H10NSnCl3,3.58,3.37,-2.7135617074809284e+30
1133,C3H10NSnCl3,3.52,3.28,-2.7880191933569295e+30
1135,C3H10NSnCl3,3.56,3.38,-2.705533418405541e+30
1137,C3H10NSnCl3,4.22,2.98,-3.068692266513667e+30
1139,C3H10NSnCl3,4.39,3.23,-2.8311773852045596e+30
1141,C3H10NSnCl3,4.41,2.99,-3.058429081675829e+30
1143,C3H10NSnCl3,4.22,2.98,-3.068692266513667e+30
1145,C3H10NSnCl3,4.11,3.05,-2.998263263675649e+30
1147,C3H10NSnCl3,4.29,3.01,-3.0381072937577173e+30
1149,C3H10NSnCl3,3.87,3.17,-2.884764338867738e+30
1151,C4H12NSnCl3,3.75,3.04,-3.0081259717798453e+30
1153,C4H12NSnCl3,3.95,3.07,-2.978730603977436e+30
1155,C4H12NSnCl3,4.17,2.83,-3.2313438000744625e+30
1157,C3H10NSnCl3,3.89,3.22,-2.8399698615561266e+30
1159,C3H10NSnCl3,3.44,3.34,-2.737935016230757e+30
1161,C3H10NSnCl3,3.49,3.27,-2.796545245936003e+30
1163,C3H10NSnCl3,3.84,3.3,-2.7711221073365846e+30
1165,C3H10NSnCl3,4.26,2.86,-3.197448585388367e+30
1167,C3H10NSnCl3,4.2,3.01,-3.0381072937577173e+30
1169,C3H10NSnCl3,4.53,3.09,-2.959450794242954e+30
1171,C3H10NSnCl3,4.23,3.05,-2.998263263675649e+30
1173,C3H10NSnCl3,4.35,3.17,-2.884764338867738e+30
1175,C2H8NSnCl3,3.48,3.43,-2.6660941557465676e+30
1177,C2H8NSnCl3,3.28,3.48,-2.6277882052329676e+30
1179,C2H8NSnCl3,2.92,3.51,-2.6053284769831137e+30
1181,C2H8NSnCl3,4.1,3.29,-2.77954497088472e+30
1183,C2H8NSnCl3,4.08,3.29,-2.77954497088472e+30
1185,C2H8NSnCl3,4.09,3.28,-2.7880191933569295e+30
1187,C2H8NSnCl3,4.14,3.3,-2.7711221073365846e+30
1189,C2H8NSnCl3,4.18,3.33,-2.746157043306525e+30
1191,C2H7N2SnCl3,3.29,3.56,-2.568736784890654e+30
1193,C2H7N2SnCl3,3.37,3.53,-2.590567409124852e+30
1195,C2H7N2SnCl3,3.04,3.56,-2.568736784890654e+30
1197,C2H7N2SnCl3,4.21,3.39,-2.6975524938674714e+30
1199,C2H7N2SnCl3,4.21,3.39,-2.6975524938674714e+30
1201,C2H7N2SnCl3,4.15,3.33,-2.746157043306525e+30
1203,CH6NSnCl3,2.16,4.06,-2.2523898901996872e+30
1205,CH6NSnCl3,2.27,4.02,-2.2748017299031665e+30
1207,CH6NSnCl3,3.84,3.44,-2.6583438820380023e+30
1209,CH6NSnCl3,4.11,3.36,-2.7216377839912886e+30
1211,CH6NSnCl3,3.74,3.58,-2.5543863000588626e+30
1213,CH6NSnCl3,3.41,3.55,-2.575972663157952e+30
1215,CH6N3SnCl3,3.35,3.72,-2.4582534823147118e+30
1217,CH6N3SnCl3,4.01,3.51,-2.6053284769831137e+30
1219,H4NOSn3Cl,3.79,3.82,-2.3939012969138038e+30
1221,H4NOSn3Cl,3.34,3.83,-2.3876509018826966e+30
1223,H4NOSn3Cl,3.97,3.73,-2.4516629904050212e+30
1225,H4NOSn3Cl,3.9,3.75,-2.438587454456194e+30
1227,H4NOSn3Cl,4.07,3.62,-2.5261610370747867e+30
1229,H4NOSn3Cl,3.98,3.73,-2.4516629904050212e+30
1231,CH5N2SnCl3,2.86,3.88,-2.356882204693487e+30
1233,CH5N2SnCl3,3.07,3.91,-2.33879870951681e+30
1235,CH5N2SnCl3,3.73,3.38,-2.705533418405541e+30
1237,C4H12NSnCl3,3.8,3.11,-2.940418956337855e+30
1239,C4H12NSnCl3,3.97,3.06,-2.9884650177159244e+30
1241,C4H12NSnCl3,4.3,2.89,-3.164257077581567e+30
1243,H5N2SnCl3,2.48,4.03,-2.2691570605981957e+30
1245,H5N2SnCl3,3.33,3.81,-2.4001845024175143e+30
1247,H5N2SnCl3,3.83,3.7,-2.4715413389758728e+30
1249,H5N2SnCl3,3.91,3.73,-2.4516629904050212e+30
1251,H5N2SnCl3,4.08,3.62,-2.5261610370747867e+30
1253,H5N2SnCl3,4.07,3.62,-2.5261610370747867e+30
1255,H5N2SnCl3,3.66,3.7,-2.4715413389758728e+30
1257,H5N2SnCl3,3.98,3.62,-2.5261610370747867e+30
1259,H5N2SnCl3,3.78,3.74,-2.4451077417675743e+30
1261,H5N2SnCl3,3.22,3.89,-2.3508233815451744e+30
1263,H5N2SnCl3,4.02,3.75,-2.438587454456194e+30
1265,H4NSnCl3,4.03,3.71,-2.4648795024826765e+30
1267,H4NSnCl3,2.58,3.76,-2.43210184952413e+30
1269,H4NSnCl3,4.04,3.71,-2.4648795024826765e+30
1271,H4NSnCl3,4.04,3.71,-2.4648795024826765e+30
1273,C3H10NSnCl3,3.33,3.28,-2.7880191933569295e+30
1275,C3H10NSnCl3,3.12,3.29,-2.77954497088472e+30
1277,C3H10NSnCl3,3.72,3.26,-2.8051236055861133e+30
1279,C3H10NSnCl3,4.13,3.12,-2.930994536606003e+30
1281,C3H10NSnCl3,4.13,3.13,-2.92163033680854e+30
1283,C3H10NSnCl3,3.83,3.15,-2.903080302924041e+30
1285,C3H10NSnCl3,3.95,3.23,-2.8311773852045596e+30
1287,C3H10NSnCl3,4.19,2.9,-3.1533458462795615e+30
1289,C3H10NSnCl3,4.21,3.04,-3.0081259717798453e+30
1291,C3H10NSnCl3,4.44,3.05,-2.998263263675649e+30
1293,C3H8NSnCl3,2.8,3.61,-2.5331587130777644e+30
1295,C3H8NSnCl3,2.68,3.64,-2.5122810313765735e+30
1297,C3H8NSnCl3,3.31,3.55,-2.575972663157952e+30
1299,C3H8NSnCl3,3,3.62,-2.5261610370747867e+30
1301,C3H8NSnCl3,3.81,3.21,-2.848817119691816e+30
1303,C3H8NSnCl3,3.38,3.32,-2.754428600665882e+30
1305,C3H8NSnCl3,3.55,3.3,-2.7711221073365846e+30
1307,C3H8NSnCl3,4.27,3.38,-2.705533418405541e+30
1309,C3H8NSnCl3,4.29,3.3,-2.7711221073365846e+30
1311,C3H8NSnCl3,4.26,3.31,-2.762750137223785e+30
1313,C3H8NSnCl3,4.26,3.31,-2.762750137223785e+30
1315,C3H8NSnCl3,4.24,3.3,-2.7711221073365846e+30
1317,C3H8NSnCl3,4.3,3.29,-2.77954497088472e+30
1319,C3H8NSnCl3,4.24,3.31,-2.762750137223785e+30
1321,C3H8NSnCl3,3.97,3.46,-2.6429777324308463e+30
1323,C3H8NSnCl3,3.93,3.01,-3.0381072937577173e+30
1325,C3H8NSnCl3,4.13,2.97,-3.0790245637073154e+30
1327,C3H5N2SnCl3,3.16,3.51,-2.6053284769831137e+30
1329,C3H5N2SnCl3,3.67,3.53,-2.590567409124852e+30
1331,C3H5N2SnCl3,3.45,3.48,-2.6277882052329676e+30
1333,C3H5N2SnCl3,3.41,3.49,-2.6202587261348795e+30
1335,C3H5N2SnCl3,4.11,3.5,-2.612772272631637e+30
1337,C3H5N2SnCl3,4.1,3.5,-2.612772272631637e+30
1339,C3H5N2SnCl3,4.19,3.48,-2.6277882052329676e+30
1341,C3H5N2SnCl3,4.12,3.5,-2.612772272631637e+30
1343,C2H8NSnBr3,2.31,4.29,-2.131632390258911e+30
1345,C2H8NSnBr3,2.23,4.31,-2.1217408246428607e+30
1347,C2H8NSnBr3,3.56,3.74,-2.4451077417675743e+30
1349,C2H8NSnBr3,3.6,3.76,-2.43210184952413e+30
1351,C2H8NSnBr3,3.37,3.83,-2.3876509018826966e+30
1353,C2H8NSnBr3,3.63,3.76,-2.43210184952413e+30
1355,C2H8NSnBr3,3.5,3.62,-2.5261610370747867e+30
1357,C2H8NSnBr3,3.45,3.87,-2.3629723395893356e+30
1359,C2H8NSnBr3,3.61,3.78,-2.4192335857700344e+30
1361,C2H8NSnBr3,3.4,3.94,-2.3209905975154134e+30
1363,C2H8NSnBr3,2.06,4.06,-2.2523898901996872e+30
1365,C2H8NSnBr3,3.33,3.67,-2.4917446741718608e+30
1367,C3H10NSnBr3,3.29,3.48,-2.6277882052329676e+30
1369,C3H10NSnBr3,3.22,3.51,-2.6053284769831137e+30
1371,C3H10NSnBr3,2.94,3.63,-2.5192019157605314e+30
1373,C3H10NSnBr3,2.83,3.93,-2.326896426007819e+30
1375,C3H10NSnBr3,2.82,3.78,-2.4192335857700344e+30
1377,C3H10NSnBr3,2.8,3.96,-2.309268422780487e+30
1379,C3H10NSnBr3,3.64,3.4,-2.689618515944332e+30
1381,C3H10NSnBr3,3.79,3.35,-2.7297620758837996e+30
1383,C3H10NSnBr3,3.69,3.41,-2.681731071616049e+30
1385,C3H10NSnBr3,3.74,3.4,-2.689618515944332e+30
1387,C3H10NSnBr3,3.64,3.44,-2.6583438820380023e+30
1389,C3H10NSnBr3,3.88,3.31,-2.762750137223785e+30
1391,C3H10NSnBr3,2.84,3.8,-2.406500777423876e+30
1393,C4H12NSnBr3,3.17,3.42,-2.6738897526931954e+30
1395,C4H12NSnBr3,3.36,3.47,-2.635361081905109e+30
1397,C4H12NSnBr3,3.69,3.12,-2.930994536606003e+30
1399,C3H10NSnBr3,3.19,3.74,-2.4451077417675743e+30
1401,C3H10NSnBr3,2.79,3.85,-2.375247520574215e+30
1403,C3H10NSnBr3,2.86,3.79,-2.412850383696762e+30
1405,C3H10NSnBr3,3.11,3.81,-2.4001845024175143e+30
1407,C3H10NSnBr3,3.58,3.41,-2.681731071616049e+30
1409,C3H10NSnBr3,3.56,3.4,-2.689618515944332e+30
1411,C3H10NSnBr3,3.73,3.24,-2.8224391833983726e+30
1413,C3H10NSnBr3,3.46,3.48,-2.6277882052329676e+30
1415,C3H10NSnBr3,3.64,3.41,-2.681731071616049e+30
1417,C3H10NSnBr3,3.68,3.42,-2.6738897526931954e+30
1419,C3H10NSnBr3,3.86,3.55,-2.575972663157952e+30
1421,C2H8NSnBr3,2.43,4.1,-2.230415354685544e+30
1423,C2H8NSnBr3,2.48,4.14,-2.2088654478769877e+30
1425,C2H8NSnBr3,2.44,4.1,-2.230415354685544e+30
1427,C2H8NSnBr3,2.49,4.19,-2.1825066716493384e+30
1429,C2H8NSnBr3,3.48,3.78,-2.4192335857700344e+30
1431,C2H8NSnBr3,3.49,3.84,-2.3814330609923775e+30
1433,C2H8NSnBr3,3.58,3.86,-2.3690940295882715e+30
1435,C2H7N2SnBr3,2.48,4.11,-2.2249885533359434e+30
1437,C2H7N2SnBr3,2.62,4.05,-2.2579513467186986e+30
1439,C2H7N2SnBr3,2.4,4.2,-2.1773102271930305e+30
1441,C2H7N2SnBr3,3.63,3.84,-2.3814330609923775e+30
1443,C2H7N2SnBr3,3.64,3.84,-2.3814330609923775e+30
1445,C2H7N2SnBr3,3.65,3.76,-2.43210184952413e+30
1447,C2H7N2SnBr3,3.64,3.66,-2.4985527197297072e+30
1449,CH6NSnBr3,1.8,4.82,-1.8972412768072048e+30
1451,CH6NSnBr3,1.84,4.81,-1.9011856453660562e+30
1453,CH6NSnBr3,3.29,4.01,-2.2804745521722516e+30
1455,CH6NSnBr3,3.63,3.85,-2.375247520574215e+30
1457,CH6NSnBr3,3.07,4.21,-2.1721384689336648e+30
1459,CH6NSnBr3,2.85,4.38,-2.087831724705646e+30
1461,CH6N3SnBr3,2.41,4.56,-2.005417314519897e+30
1463,CH6N3SnBr3,2.12,4.59,-1.9923100118106163e+30
1465,CH6N3SnBr3,3.34,4.01,-2.2804745521722516e+30
1467,H4NOSn3Br,3.48,4.37,-2.0926093716729357e+30
1469,H4NOSn3Br,2.7,4.68,-1.9539963577373353e+30
1471,H4NOSn3Br,2.86,4.58,-1.9966600336704648e+30
1473,H4NOSn3Br,3.2,4.51,-2.0276503224414033e+30
1475,H4NOSn3Br,3.34,4.33,-2.1119406360763806e+30
1477,H4NOSn3Br,3.52,4.18,-2.187727979476251e+30
1479,H4NOSn3Br,3.35,4.38,-2.087831724705646e+30
1481,CH5N2SnBr3,1.99,4.79,-1.9091237900231167e+30
1483,CH5N2SnBr3,2.06,4.84,-1.8894014368203984e+30
1485,CH5N2SnBr3,3.47,3.82,-2.3939012969138038e+30
1487,C4H12NSnBr3,2.99,3.64,-2.5122810313765735e+30
1489,C4H12NSnBr3,3.13,3.58,-2.5543863000588626e+30
1491,C4H12NSnBr3,3.75,3.2,-2.857719673190853e+30
1493,H5N2SnBr3,1.91,4.83,-1.8933132410374178e+30
1495,H5N2SnBr3,2.81,4.43,-2.0642670325532122e+30
1497,H5N2SnBr3,2.18,4.96,-1.843690111736034e+30
1499,H5N2SnBr3,3.2,4.38,-2.087831724705646e+30
1501,H5N2SnBr3,3.66,4.12,-2.2195880956822155e+30
1503,H5N2SnBr3,3.55,4.15,-2.2035428805327055e+30
1505,H5N2SnBr3,2.79,4.47,-2.0457948443424447e+30
1507,H5N2SnBr3,3.49,4.2,-2.1773102271930305e+30
1509,H5N2SnBr3,3.38,4.3,-2.126675105630402e+30
1511,H5N2SnBr3,2.57,4.66,-1.962382608199727e+30
1513,H5N2SnBr3,3.29,4.38,-2.087831724705646e+30
1515,H5N2SnBr3,2.59,4.59,-1.9923100118106163e+30
1517,H4NSnBr3,3.64,4.13,-2.2142137903657937e+30
1519,H4NSnBr3,2.38,4.27,-2.141616616911178e+30
1521,H4NSnBr3,3.59,4.15,-2.2035428805327055e+30
1523,C3H10NSnBr3,2.49,3.84,-2.3814330609923775e+30
1525,C3H10NSnBr3,2.96,3.83,-2.3876509018826966e+30
1527,C3H10NSnBr3,3.07,3.77,-2.4256506509842782e+30
1529,C3H10NSnBr3,3.42,3.57,-2.561541443756507e+30
1531,C3H10NSnBr3,3.02,3.67,-2.4917446741718608e+30
1533,C3H10NSnBr3,2.58,3.82,-2.3939012969138038e+30
1535,C3H10NSnBr3,3.55,3.28,-2.7880191933569295e+30
1537,C3H10NSnBr3,3.49,3.53,-2.590567409124852e+30
1539,C3H10NSnBr3,3.58,3.48,-2.6277882052329676e+30
1541,C3H10NSnBr3,3.29,3.69,-2.4782392829839371e+30
1543,C3H10NSnBr3,3.85,3.46,-2.6429777324308463e+30
1545,C3H8NSnBr3,2.13,4.35,-2.1022305641863745e+30
1547,C3H8NSnBr3,2.09,4.41,-2.0736287878028864e+30
1549,C3H8NSnBr3,2.44,4.38,-2.087831724705646e+30
1551,C3H8NSnBr3,2.2,4.38,-2.087831724705646e+30
1553,C3H8NSnBr3,2.93,3.93,-2.326896426007819e+30
1555,C3H8NSnBr3,2.99,3.98,-2.297664058846917e+30
1557,C3H8NSnBr3,3.59,3.92,-2.332832386278247e+30
1559,C3H8NSnBr3,3.78,3.69,-2.4782392829839371e+30
1561,C3H8NSnBr3,3.74,3.69,-2.4782392829839371e+30
1563,C3H8NSnBr3,3.75,3.69,-2.4782392829839371e+30
1565,C3H8NSnBr3,3.7,3.7,-2.4715413389758728e+30
1567,C3H8NSnBr3,3.54,3.71,-2.4648795024826765e+30
1569,C3H8NSnBr3,3.59,3.91,-2.33879870951681e+30
1571,C3H8NSnBr3,3.34,3.97,-2.3034516257457756e+30
1573,C3H8NSnBr3,3.38,3.51,-2.6053284769831137e+30
1575,C3H8NSnBr3,3.49,3.47,-2.635361081905109e+30
1577,C3H5N2SnBr3,2.42,4.13,-2.2142137903657937e+30
1579,C3H5N2SnBr3,2.96,4.14,-2.2088654478769877e+30
1581,C3H5N2SnBr3,2.7,4.11,-2.2249885533359434e+30
1583,C3H5N2SnBr3,3.51,3.93,-2.326896426007819e+30
1585,C3H5N2SnBr3,3.57,3.93,-2.326896426007819e+30
1587,C3H5N2SnBr3,3.41,3.74,-2.4451077417675743e+30
1589,C3H5N2SnBr3,3.56,3.91,-2.33879870951681e+30
1591,C2H8NSnI3,1.88,5.26,-1.7385366833100246e+30
1593,C2H8NSnI3,1.84,5.24,-1.7451723195058642e+30
1595,C2H8NSnI3,2.82,4.44,-2.0596177824798937e+30
1597,C2H8NSnI3,2.91,4.5,-2.0321562120468285e+30
1599,C2H8NSnI3,2.72,4.6,-1.9879789030892892e+30
1601,C2H8NSnI3,2.87,4.49,-2.036682172430006e+30
1603,C2H8NSnI3,2.91,4.41,-2.0736287878028864e+30
1605,C2H8NSnI3,2.66,4.73,-1.9333410051185472e+30
1607,C2H8NSnI3,2.99,4.57,-2.0010290928251048e+30
1609,C2H8NSnI3,2.75,4.84,-1.8894014368203984e+30
1611,C2H8NSnI3,1.93,4.9,-1.8662659090225974e+30
1613,C2H8NSnI3,2.8,4.36,-2.0974089344520018e+30
1615,C3H10NSnI3,2.45,4.3,-2.126675105630402e+30
1617,C3H10NSnI3,2.49,4.25,-2.1516948127554658e+30
1619,C3H10NSnI3,2.3,4.38,-2.087831724705646e+30
1621,C3H10NSnI3,2.01,4.88,-1.8739145397972805e+30
1623,C3H10NSnI3,2.11,4.63,-1.975097830283095e+30
1625,C3H10NSnI3,2.02,4.94,-1.851154444172212e+30
1627,C3H10NSnI3,3.07,4.09,-2.2358686929610586e+30
1629,C3H10NSnI3,3.11,3.99,-2.2919055023084533e+30
1631,C3H10NSnI3,3,4.25,-2.1516948127554658e+30
1633,C3H10NSnI3,3.09,4.04,-2.2635403352006755e+30
1635,C3H10NSnI3,3.27,3.81,-2.4001845024175143e+30
1637,C3H10NSnI3,2.27,4.5,-2.0321562120468285e+30
1639,C4H12NSnI3,2.47,4.12,-2.2195880956822155e+30
1641,C4H12NSnI3,2.72,4.16,-2.198245902454502e+30
1643,C4H12NSnI3,3.12,3.59,-2.5472710178859967e+30
1645,C3H10NSnI3,2.45,4.63,-1.975097830283095e+30
1647,C3H10NSnI3,2.2,4.64,-1.9708411539247264e+30
1649,C3H10NSnI3,2.28,4.73,-1.9333410051185472e+30
1651,C3H10NSnI3,2.07,4.8,-1.905146448793902e+30
1653,C3H10NSnI3,2.98,4.06,-2.2523898901996872e+30
1655,C3H10NSnI3,3.02,4.07,-2.2468557627053386e+30
1657,C3H10NSnI3,3.02,4.06,-2.2523898901996872e+30
1659,C3H10NSnI3,3.19,4.02,-2.2748017299031665e+30
1661,C3H10NSnI3,3.32,4.15,-2.2035428805327055e+30
1663,C2H8NSnI3,2.03,4.93,-1.8549093213409188e+30
1665,C2H8NSnI3,2.04,4.95,-1.8474147382243897e+30
1667,C2H8NSnI3,2.03,4.92,-1.858679462237953e+30
1669,C2H8NSnI3,1.84,5.29,-1.7286773070341643e+30
1671,C2H8NSnI3,2.91,4.5,-2.0321562120468285e+30
